,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDW_HB2_Tier1,none,idle_stand_HG_Auto,FPS_aimIdle_standIdle_HB_SMG02,idle_crouch_HG_Auto,FPS_aimIdle_crouch_HB_SMG02,aimidle_prone_HG_Auto,FPS_aimIdle_standIdle_HB_SMG02,aimidle_standIdle_HG_Auto,none,aimidle_runBlend_HG_Auto,none,aimidle_crouchBlend_HG_Auto,none,aimidle_prone_HG_Auto,none,reload_stand_HG_Auto,FPS_reload_standIdle_HB_SMG02,reload_runBlend_HG_Auto,FPS_reload_standIdle_HB_SMG02,reload_crouch_HG_Auto,FPS_reload_crouch_HB_SMG02,reload_prone_ASR_SHRAM,FPS_reload_standIdle_HB_SMG02,aimShoot_standIdle_HG_Auto,FPS_aimShoot_standIdle_HB_SMG02,aimShoot_runBlend_HG_Auto,FPS_aimShoot_StandIdle_HB_SMG02,aimShoot_crouch_HG_Auto,FPS_aimShoot_crouch_HB_SMG02,aimShoot_prone_HG_Auto,FPS_aimShoot_standIdle_HB_SMG02,Run_Blend_HG_Auto,FPS_Run_Blend_HB_SMG02,Sprint_Blend_HG_Mold,FPS_Sprint_Blend_HB_SMG02,aimIdle_crouchBlend_HG_Auto,FPS_Crouch_Blend_HB_SMG02,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_HG_Auto,FPS_Stand_to_Prone,Stand_to_Prone_HG_Auto,FPS_Stand_to_Prone,aimIdle_crouch_HG_Auto,aimidle_prone_HG_Auto,prone_to_crouch_HG_Auto,none,crouch_to_prone_HG_Auto,none,reload_crouchBlend_HG_Auto,aimshoot_crouchBlend_HG_Auto,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_Hand_Run_S,Jump_Hand_Run_A,Jump_Hand_Run_F,Jump_Hand_Run_L,Jump_Hand_Sprint_S,Jump_Hand_Sprint_A,Jump_Hand_Sprint_F,Jump_Hand_Sprint_L,FPS_reload_crouch_HB_SMG02,FPS_aimShoot_crouch_HB_SMG02,FPS_Attach_Raise_HB_SMG02,FPS_Attach_Idle_HB_SMG02,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
PDW_HB2_Tier2,none,idle_stand_HG_Auto,FPS_aimIdle_standIdle_HB_SMG02,idle_crouch_HG_Auto,FPS_aimIdle_crouch_HB_SMG02,aimidle_prone_HG_Auto,FPS_aimIdle_standIdle_HB_SMG02,aimidle_standIdle_HG_Auto,none,aimidle_runBlend_HG_Auto,none,aimidle_crouchBlend_HG_Auto,none,aimidle_prone_HG_Auto,none,reload_stand_HG_Auto,FPS_reload_standIdle_HB_SMG02,reload_runBlend_HG_Auto,FPS_reload_standIdle_HB_SMG02,reload_crouch_HG_Auto,FPS_reload_crouch_HB_SMG02,reload_prone_ASR_SHRAM,FPS_reload_standIdle_HB_SMG02,aimShoot_standIdle_HG_Auto,FPS_aimShoot_standIdle_HB_SMG02,aimShoot_runBlend_HG_Auto,FPS_aimShoot_StandIdle_HB_SMG02,aimShoot_crouch_HG_Auto,FPS_aimShoot_crouch_HB_SMG02,aimShoot_prone_HG_Auto,FPS_aimShoot_standIdle_HB_SMG02,Run_Blend_HG_Auto,FPS_Run_Blend_HB_SMG02,Sprint_Blend_HG_Mold,FPS_Sprint_Blend_HB_SMG02,aimIdle_crouchBlend_HG_Auto,FPS_Crouch_Blend_HB_SMG02,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_HG_Auto,FPS_Stand_to_Prone,Stand_to_Prone_HG_Auto,FPS_Stand_to_Prone,aimIdle_crouch_HG_Auto,aimidle_prone_HG_Auto,prone_to_crouch_HG_Auto,none,crouch_to_prone_HG_Auto,none,reload_crouchBlend_HG_Auto,aimshoot_crouchBlend_HG_Auto,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_Hand_Run_S,Jump_Hand_Run_A,Jump_Hand_Run_F,Jump_Hand_Run_L,Jump_Hand_Sprint_S,Jump_Hand_Sprint_A,Jump_Hand_Sprint_F,Jump_Hand_Sprint_L,FPS_reload_crouch_HB_SMG02,FPS_aimShoot_crouch_HB_SMG02,FPS_Attach_Raise_HB_SMG02,FPS_Attach_Idle_HB_SMG02,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDW_HSE_Tier2,none,idle_stand_HG_Auto,FPS_aimIdle_standIdle_HG_9mm,idle_crouch_HG_Auto,FPS_aimIdle_crouch_HG_9mm,aimidle_prone_HG_Auto,FPS_aimIdle_standIdle_HG_9mm,aimidle_standIdle_HG_Auto,none,aimidle_runBlend_HG_Auto,none,aimidle_crouchBlend_HG_Auto,none,aimidle_prone_HG_Auto,none,reload_stand_SMG_HSE,FPS_reload_standIdle_SMG_HSE,reload_runBlend_SMG_HSE,FPS_reload_standIdle_SMG_HSE,reload_crouch_SMG_HSE,FPS_reload_crouch_SMG_HSE,reload_prone_SMG_HSE,FPS_reload_standIdle_SMG_HSE,aimShoot_standIdle_HG_Auto,FPS_aimShoot_standIdle_HG_9mm,aimShoot_runBlend_HG_Auto,FPS_aimShoot_standIdle_HG_9mm,aimShoot_crouch_HG_Auto,FPS_aimShoot_crouch_HG_9mm,aimShoot_prone_HG_Auto,FPS_aimShoot_standIdle_HG_9mm,Run_Blend_HG_Auto,FPS_Run_Blend_HG_9mm,Sprint_Blend_HG_Mold,FPS_Sprint_Blend_HG_9mm,aimIdle_crouchBlend_HG_Auto,FPS_Crouch_Blend_HG_9mm,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_HG_Auto,FPS_Stand_to_Prone,Stand_to_Prone_HG_Auto,FPS_Stand_to_Prone,aimIdle_crouch_HG_Auto,aimidle_prone_HG_Auto,prone_to_crouch_HG_Auto,none,crouch_to_prone_HG_Auto,none,reload_crouchBlend_HG_Auto,aimshoot_crouchBlend_HG_Auto,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_Hand_Run_S,Jump_Hand_Run_A,Jump_Hand_Run_F,Jump_Hand_Run_L,Jump_Hand_Sprint_S,Jump_Hand_Sprint_A,Jump_Hand_Sprint_F,Jump_Hand_Sprint_L,FPS_reload_crouch_HG_9mm,FPS_aimShoot_crouch_HG_9mm,FPS_Attach_Raise_HG_9mm,FPS_Attach_Idle_HG_9mm,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
PDW_HSE_Mk6_1,none,idle_stand_HG_Auto,FPS_aimIdle_standIdle_HB_SMG02,idle_crouch_HG_Auto,FPS_aimIdle_crouch_HB_SMG02,aimidle_prone_HG_Auto,FPS_aimIdle_standIdle_HB_SMG02,aimidle_standIdle_HG_Auto,none,aimidle_runBlend_HG_Auto,none,aimidle_crouchBlend_HG_Auto,none,aimidle_prone_HG_Auto,none,reload_stand_HG_Auto,FPS_reload_standIdle_HB_SMG02,reload_runBlend_HG_Auto,FPS_reload_standIdle_HB_SMG02,reload_crouch_HG_Auto,FPS_reload_crouch_HB_SMG02,reload_prone_ASR_SHRAM,FPS_reload_standIdle_HB_SMG02,aimShoot_standIdle_HG_Auto,FPS_aimShoot_standIdle_HB_SMG02,aimShoot_runBlend_HG_Auto,FPS_aimShoot_StandIdle_HB_SMG02,aimShoot_crouch_HG_Auto,FPS_aimShoot_crouch_HB_SMG02,aimShoot_prone_HG_Auto,FPS_aimShoot_standIdle_HB_SMG02,Run_Blend_HG_Auto,FPS_Run_Blend_HB_SMG02,Sprint_Blend_HG_Mold,FPS_Sprint_Blend_HB_SMG02,aimIdle_crouchBlend_HG_Auto,FPS_Crouch_Blend_HB_SMG02,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_HG_Auto,FPS_Stand_to_Prone,Stand_to_Prone_HG_Auto,FPS_Stand_to_Prone,aimIdle_crouch_HG_Auto,aimidle_prone_HG_Auto,prone_to_crouch_HG_Auto,none,crouch_to_prone_HG_Auto,none,reload_crouchBlend_HG_Auto,aimshoot_crouchBlend_HG_Auto,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_Hand_Run_S,Jump_Hand_Run_A,Jump_Hand_Run_F,Jump_Hand_Run_L,Jump_Hand_Sprint_S,Jump_Hand_Sprint_A,Jump_Hand_Sprint_F,Jump_Hand_Sprint_L,FPS_reload_crouch_HB_SMG02,FPS_aimShoot_crouch_HB_SMG02,FPS_Attach_Raise_HB_SMG02,FPS_Attach_Idle_HB_SMG02,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG_RV50_Tier2,none,idle_stand_HG_Auto,FPS_aimIdle_standIdle_HG_Revo,idle_crouch_HG_Auto,FPS_aimIdle_crouch_HG_Revo,aimidle_prone_HG_Auto,FPS_aimIdle_standIdle_HG_Revo,aimidle_standIdle_HG_Auto,none,aimidle_runBlend_HG_Auto,none,aimidle_crouchBlend_HG_Auto,none,aimidle_prone_HG_Auto,none,reload_stand_HG_Revo,FPS_reload_standIdle_HG_Revo,reload_runBlend_HG_Revo,FPS_reload_standIdle_HG_Revo,reload_crouch_HG_Revo,FPS_reload_crouch_HG_Revo,reload_prone_HG_Revo,FPS_reload_standIdle_HG_Revo,aimShoot_standIdle_HG_RV50c,FPS_aimShoot_standIdle_HG_RV50c,aimshoot_runBlend_HG_RV50c,FPS_aimShoot_standIdle_HG_RV50c,aimshoot_crouch_HG_RV50c,FPS_aimShoot_crouch_HG_RV50c,aimShoot_prone_HG_Auto,FPS_aimShoot_standIdle_HG_RV50c,Run_Blend_HG_Auto,FPS_Run_Blend_HG_Revo,Sprint_Blend_HG_Mold,FPS_Sprint_Blend_HG_Revo,aimIdle_crouchBlend_HG_Auto,FPS_Crouch_Blend_HG_Revo,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_HG_Auto,FPS_Stand_to_Prone,Stand_to_Prone_HG_Auto,FPS_Stand_to_Prone,aimIdle_crouch_HG_Auto,aimidle_prone_HG_Auto,prone_to_crouch_HG_Auto,none,crouch_to_prone_HG_Auto,none,reload_crouchBlend_HG_Auto,aimshoot_crouchBlend_HG_RV50c,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_Hand_Run_S,Jump_Hand_Run_A,Jump_Hand_Run_F,Jump_Hand_Run_L,Jump_Hand_Sprint_S,Jump_Hand_Sprint_A,Jump_Hand_Sprint_F,Jump_Hand_Sprint_L,FPS_reload_crouch_HG_Revo,FPS_aimShoot_crouch_HG_Revo,FPS_Attach_Raise_HG_Revo,FPS_Attach_Idle_HG_Revo,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
HG_RV50_Mk6_1,none,idle_stand_HG_Auto,FPS_aimIdle_standIdle_HG_Revo,idle_crouch_HG_Auto,FPS_aimIdle_crouch_HG_Revo,aimidle_prone_HG_Auto,FPS_aimIdle_standIdle_HG_Revo,aimidle_standIdle_HG_Auto,none,aimidle_runBlend_HG_Auto,none,aimidle_crouchBlend_HG_Auto,none,aimidle_prone_HG_Auto,none,reload_stand_HG_Revo,FPS_reload_standIdle_HG_Revo,reload_runBlend_HG_Revo,FPS_reload_standIdle_HG_Revo,reload_crouch_HG_Revo,FPS_reload_crouch_HG_Revo,reload_prone_HG_Revo,FPS_reload_standIdle_HG_Revo,aimShoot_standIdle_HG_Auto,FPS_aimShoot_standIdle_HG_RV50c,aimShoot_runBlend_HG_Auto,FPS_aimShoot_standIdle_HG_RV50c,aimShoot_crouch_HG_Auto,FPS_aimShoot_crouch_HG_RV50c,aimShoot_prone_HG_Auto,FPS_aimShoot_standIdle_HG_RV50c,Run_Blend_HG_Auto,FPS_Run_Blend_HG_Revo,Sprint_Blend_HG_Mold,FPS_Sprint_Blend_HG_Revo,aimIdle_crouchBlend_HG_Auto,FPS_Crouch_Blend_HG_Revo,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_HG_Auto,FPS_Stand_to_Prone,Stand_to_Prone_HG_Auto,FPS_Stand_to_Prone,aimIdle_crouch_HG_Auto,aimidle_prone_HG_Auto,prone_to_crouch_HG_Auto,none,crouch_to_prone_HG_Auto,none,reload_crouchBlend_HG_Auto,aimshoot_crouchBlend_HG_Auto,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_Hand_Run_S,Jump_Hand_Run_A,Jump_Hand_Run_F,Jump_Hand_Run_L,Jump_Hand_Sprint_S,Jump_Hand_Sprint_A,Jump_Hand_Sprint_F,Jump_Hand_Sprint_L,FPS_reload_crouch_HG_Revo,FPS_aimShoot_crouch_HG_Revo,FPS_Attach_Raise_HG_Revo,FPS_Attach_Idle_HG_Revo,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG_AP50_Tier2,none,idle_stand_HG_Auto,FPS_aimIdle_standIdle_HG_AP50,idle_crouch_HG_Auto,FPS_aimIdle_crouch_HG_9mm,aimidle_prone_HG_Auto,FPS_aimIdle_standIdle_HG_9mm,aimidle_standIdle_HG_Auto,none,aimidle_runBlend_HG_Auto,none,aimidle_crouchBlend_HG_Auto,none,aimidle_prone_HG_Auto,none,reload_stand_HG_Auto,FPS_reload_standIdle_HG_AP50,reload_runBlend_HG_Auto,FPS_reload_standIdle_HG_AP50,reload_crouch_HG_Auto,FPS_reload_standIdle_HG_AP50,reload_prone_HG_Auto,FPS_reload_standIdle_HG_AP50,aimShoot_standIdle_HG_Auto,FPS_aimShoot_standIdle_HG_AP50,aimShoot_runBlend_HG_Auto,FPS_aimShoot_standIdle_HG_AP50,aimShoot_crouch_HG_Auto,FPS_aimShoot_crouch_HG_AP50,aimShoot_prone_HG_Auto,FPS_aimShoot_standIdle_HG_AP50,Run_Blend_HG_Auto,FPS_Run_Blend_HG_AP50,Sprint_Blend_HG_Mold,FPS_Sprint_Blend_HG_9mm,aimIdle_crouchBlend_HG_Auto,FPS_Crouch_Blend_HG_9mm,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_HG_Auto,FPS_Stand_to_Prone,Stand_to_Prone_HG_Auto,FPS_Stand_to_Prone,aimIdle_crouch_HG_Auto,aimidle_prone_HG_Auto,prone_to_crouch_HG_Auto,none,crouch_to_prone_HG_Auto,none,reload_crouchBlend_HG_Auto,aimshoot_crouchBlend_HG_Auto,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_Hand_Run_S,Jump_Hand_Run_A,Jump_Hand_Run_F,Jump_Hand_Run_L,Jump_Hand_Sprint_S,Jump_Hand_Sprint_A,Jump_Hand_Sprint_F,Jump_Hand_Sprint_L,FPS_reload_standIdle_HG_AP50,FPS_aimShoot_crouch_HG_9mm,FPS_Attach_Raise_HG_9mm,FPS_Attach_Idle_HG_9mm,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
HG_AP50_Mk6_1,none,idle_stand_HG_Auto,FPS_aimIdle_standIdle_HG_AP50,idle_crouch_HG_Auto,FPS_aimIdle_crouch_HG_9mm,aimidle_prone_HG_Auto,FPS_aimIdle_standIdle_HG_9mm,aimidle_standIdle_HG_Auto,none,aimidle_runBlend_HG_Auto,none,aimidle_crouchBlend_HG_Auto,none,aimidle_prone_HG_Auto,none,reload_stand_HG_Auto,FPS_reload_standIdle_HG_AP50,reload_runBlend_HG_Auto,FPS_reload_standIdle_HG_AP50,reload_crouch_HG_Auto,FPS_reload_standIdle_HG_AP50,reload_prone_HG_Auto,FPS_reload_standIdle_HG_AP50,aimShoot_standIdle_HG_Auto,FPS_aimShoot_standIdle_HG_AP50,aimShoot_runBlend_HG_Auto,FPS_aimShoot_standIdle_HG_AP50,aimShoot_crouch_HG_Auto,FPS_aimShoot_crouch_HG_AP50,aimShoot_prone_HG_Auto,FPS_aimShoot_standIdle_HG_AP50,Run_Blend_HG_Auto,FPS_Run_Blend_HG_AP50,Sprint_Blend_HG_Mold,FPS_Sprint_Blend_HG_9mm,aimIdle_crouchBlend_HG_Auto,FPS_Crouch_Blend_HG_9mm,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_HG_Auto,FPS_Stand_to_Prone,Stand_to_Prone_HG_Auto,FPS_Stand_to_Prone,aimIdle_crouch_HG_Auto,aimidle_prone_HG_Auto,prone_to_crouch_HG_Auto,none,crouch_to_prone_HG_Auto,none,reload_crouchBlend_HG_Auto,aimshoot_crouchBlend_HG_Auto,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_Hand_Run_S,Jump_Hand_Run_A,Jump_Hand_Run_F,Jump_Hand_Run_L,Jump_Hand_Sprint_S,Jump_Hand_Sprint_A,Jump_Hand_Sprint_F,Jump_Hand_Sprint_L,FPS_reload_standIdle_HG_AP50,FPS_aimShoot_crouch_HG_9mm,FPS_Attach_Raise_HG_9mm,FPS_Attach_Idle_HG_9mm,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG_MicroUzi_Tier2,none,idle_stand_HG_Auto,FPS_aimIdle_standIdle_HG_MicroUzi,idle_crouch_HG_Auto,FPS_aimIdle_crouch_HG_9mm,aimidle_prone_HG_Auto,FPS_aimIdle_standIdle_HG_9mm,aimidle_standIdle_HG_Auto,none,aimidle_runBlend_HG_Auto,none,aimidle_crouchBlend_HG_Auto,none,aimidle_prone_HG_Auto,none,reload_stand_HG_Auto,FPS_reload_standIdle_HG_MicroUzi,reload_runBlend_HG_Auto,FPS_reload_standIdle_HG_MicroUzi,reload_crouch_HG_Auto,FPS_reload_standIdle_HG_MicroUzi,reload_prone_HG_Auto,FPS_reload_standIdle_HG_MicroUzi,aimShoot_standIdle_HG_Auto,FPS_aimShoot_standIdle_HG_MicroUzi,aimShoot_runBlend_HG_Auto,FPS_aimShoot_standIdle_HG_MicroUzi,aimShoot_crouch_HG_Auto,FPS_aimShoot_standIdle_HG_MicroUzi,aimShoot_prone_HG_Auto,FPS_aimShoot_standIdle_HG_MicroUzi,Run_Blend_HG_Auto,FPS_Run_Blend_HG_MicroUzi,Sprint_Blend_HG_Mold,FPS_Sprint_Blend_HG_9mm,aimIdle_crouchBlend_HG_Auto,FPS_Crouch_Blend_HG_9mm,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_HG_Auto,FPS_Stand_to_Prone,Stand_to_Prone_HG_Auto,FPS_Stand_to_Prone,aimIdle_crouch_HG_Auto,aimidle_prone_HG_Auto,prone_to_crouch_HG_Auto,none,crouch_to_prone_HG_Auto,none,reload_crouchBlend_HG_Auto,aimshoot_crouchBlend_HG_Auto,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_Hand_Run_S,Jump_Hand_Run_A,Jump_Hand_Run_F,Jump_Hand_Run_L,Jump_Hand_Sprint_S,Jump_Hand_Sprint_A,Jump_Hand_Sprint_F,Jump_Hand_Sprint_L,FPS_reload_standIdle_HG_AP50,FPS_aimShoot_crouch_HG_9mm,FPS_Attach_Raise_HG_9mm,FPS_Attach_Idle_HG_9mm,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASR_AK12_Tier1,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_AK12,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_AK12,aimidle_prone_ASR_HB,FPS_aimIdle_prone_ASR_AK12,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_HB,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_HB,none,reload_stand_ASR_HB,FPS_reload_standIdle_ASR_AK12,reload_runBlend_ASR_HB,FPS_reload_standIdle_ASR_AK12,reload_crouch_ASR_HB,FPS_reload_crouch_ASR_AK12,reload_prone_ASR_HB,FPS_reload_prone_ASR_AK12,aimShoot_standIdle_ASR_HB,FPS_aimShoot_standIdle_ASR_AK12,aimShoot_runBlend_ASR_HB,FPS_aimShoot_standIdle_ASR_AK12,aimShoot_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_AK12,aimShoot_prone_ASR_HB,FPS_aimShoot_prone_ASR_AK12,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_AK12,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_AK12,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_AK12,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_HB,FPS_Stand_to_Prone,Stand_to_Prone_ASR_HB,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,prone_to_crouch_ASR_HB,none,crouch_to_prone_ASR_HB,none,reload_crouchBlend_ASR_HB,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_AK12,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_AK12,FPS_Attach_Idle_ASR_AK12,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
ASR_AK12_Tier2,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_AK12,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_AK12,aimidle_prone_ASR_HB,FPS_aimIdle_prone_ASR_AK12,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_HB,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_HB,none,reload_stand_ASR_HB,FPS_reload_standIdle_ASR_AK12,reload_runBlend_ASR_HB,FPS_reload_standIdle_ASR_AK12,reload_crouch_ASR_HB,FPS_reload_crouch_ASR_AK12,reload_prone_ASR_HB,FPS_reload_prone_ASR_AK12,aimShoot_standIdle_ASR_HB,FPS_aimShoot_standIdle_ASR_AK12,aimShoot_runBlend_ASR_HB,FPS_aimShoot_standIdle_ASR_AK12,aimShoot_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_AK12,aimShoot_prone_ASR_HB,FPS_aimShoot_prone_ASR_AK12,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_AK12,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_AK12,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_AK12,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_HB,FPS_Stand_to_Prone,Stand_to_Prone_ASR_HB,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,prone_to_crouch_ASR_HB,none,crouch_to_prone_ASR_HB,none,reload_crouchBlend_ASR_HB,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_AK12,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_AK12,FPS_Attach_Idle_ASR_AK12,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
ASR_AK12_Mk6_1,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_AK12,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_AK12,aimidle_prone_ASR_HB,FPS_aimIdle_prone_ASR_AK12,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_HB,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_HB,none,reload_stand_ASR_HB,FPS_reload_standIdle_ASR_AK12,reload_runBlend_ASR_HB,FPS_reload_standIdle_ASR_AK12,reload_crouch_ASR_HB,FPS_reload_crouch_ASR_AK12,reload_prone_ASR_HB,FPS_reload_prone_ASR_AK12,aimShoot_standIdle_ASR_HB,FPS_aimShoot_standIdle_ASR_AK12,aimShoot_runBlend_ASR_HB,FPS_aimShoot_standIdle_ASR_AK12,aimShoot_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_AK12,aimShoot_prone_ASR_HB,FPS_aimShoot_prone_ASR_AK12,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_AK12,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_AK12,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_AK12,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_HB,FPS_Stand_to_Prone,Stand_to_Prone_ASR_HB,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,prone_to_crouch_ASR_HB,none,crouch_to_prone_ASR_HB,none,reload_crouchBlend_ASR_HB,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_AK12,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_AK12,FPS_Attach_Idle_ASR_AK12,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
